complaint_id,category,subcategory,description,incident_date,date_reported,district,district_code,area,pincode,user_address,status,resolution_time,severity
1667,Electricity Issue,Voltage Fluctuation,"As a shop owner in Bareilly, my business is suffering due to frequent power cuts. The inverters don’t last this long, and customers are leaving frustrated. The situation is worsening each day, and we need urgent help.",2021-03-27,2021-06-17,Bareilly,UP08,Area 5,210860,"65, Colony Road, Area 5, Bareilly, 210860",In Progress,,High
1668,Crime,Chain Snatching,"There have been multiple thefts in our colony in Varanasi in the last month. People are scared, and yet there is no police patrolling. People have started protesting due to this persistent problem.",2015-11-27,2015-11-27,Varanasi,UP03,Area 1,248560,"59, Main Street, Area 1, Varanasi, 248560",Resolved,41.0,High
1669,Electricity Issue,Meter Fault,"In Aligarh, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. Despite multiple complaints, no action has been taken.",2023-09-17,2024-01-14,Aligarh,UP12,Area 4,209263,"45, Bazaar Road, Area 4, Aligarh, 209263",In Progress,,High
1670,Corruption,Land Registration Scam,I had to pay a bribe of ₹2000 to get my land documents processed in Varanasi. Why should honest citizens have to pay extra just to get their rights? People have started protesting due to this persistent problem.,2016-08-12,2017-01-22,Varanasi,UP03,Area 4,286218,"79, Main Street, Area 4, Varanasi, 286218",In Progress,,Medium
1671,Crime,Robbery,Chain snatching is increasing in Ghaziabad. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. The local authorities visited once but didn't resolve the issue.,2016-09-13,2017-02-28,Ghaziabad,UP11,Area 4,206900,"105, Bazaar Road, Area 4, Ghaziabad, 206900",Resolved,25.0,High
1672,Public Transport,Overcrowded Buses,"As a college student in Ghaziabad, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. Other residents in my locality are also facing similar issues.",2016-09-29,2016-11-08,Ghaziabad,UP11,Area 4,233645,"14, Colony Road, Area 4, Ghaziabad, 233645",Pending,,Medium
1673,Public Transport,Overcrowded Buses,"Public buses in Muzaffarnagar are always overcrowded. As a woman, I feel unsafe traveling during peak hours. Why can’t there be more frequent buses? Even after assurances from the authorities, nothing has changed.",2015-12-15,2016-04-16,Muzaffarnagar,UP19,Area 2,216067,"89, Main Street, Area 2, Muzaffarnagar, 216067",In Progress,,High
1674,Corruption,Land Registration Scam,"In Faizabad, government ration shops are engaging in fraud. Despite my eligibility, I am denied food grains unless I ‘tip’ the shopkeeper. The local authorities visited once but didn't resolve the issue.",2019-07-30,2019-10-20,Faizabad,UP14,Area 4,295590,"106, Colony Road, Area 4, Faizabad, 295590",Pending,,Medium
1675,Public Transport,Fare Overcharging,I missed an important job interview because the bus from Bareilly to the city was canceled last minute. We need better transport reliability! We demand an immediate resolution before things get worse.,2017-08-08,2017-08-20,Bareilly,UP08,Area 4,206679,"70, Colony Road, Area 4, Bareilly, 206679",In Progress,,Low
1676,Electricity Issue,Power Outage,"I live in Saharanpur, and the power cuts here are unbearable! We barely get electricity for 6-7 hours a day. How are students supposed to study or people supposed to work from home? Other residents in my locality are also facing similar issues.",2015-04-28,2015-06-25,Saharanpur,UP16,Area 2,255002,"79, Bazaar Road, Area 2, Saharanpur, 255002",Resolved,34.0,High
1677,Water Supply,No Water Supply,"In Noida, water supply is irregular. Sometimes we get water at midnight, sometimes not at all. People are waking up at odd hours just to fill buckets. This problem has been ongoing for months with no proper solution.",2016-03-26,2016-09-05,Noida,UP10,Area 2,279886,"180, Bazaar Road, Area 2, Noida, 279886",Resolved,22.0,Medium
1678,Road Maintenance,Road Safety Issues,"As a taxi driver in Noida, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. Other residents in my locality are also facing similar issues.",2015-06-30,2015-12-16,Noida,UP10,Area 3,221447,"55, Main Street, Area 3, Noida, 221447",Resolved,22.0,High
1679,Water Supply,Low Pressure,"I am a resident of Faizabad, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. The local authorities visited once but didn't resolve the issue.",2017-08-14,2017-11-15,Faizabad,UP14,Area 5,256379,"2, Bazaar Road, Area 5, Faizabad, 256379",Pending,,High
1680,Crime,Theft,"There have been multiple thefts in our colony in Firozabad in the last month. People are scared, and yet there is no police patrolling. We demand an immediate resolution before things get worse.",2014-09-30,2014-10-05,Firozabad,UP15,Area 4,225442,"196, Bazaar Road, Area 4, Firozabad, 225442",In Progress,,High
1681,Public Transport,Fare Overcharging,"As a college student in Kanpur, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. The local authorities visited once but didn't resolve the issue.",2014-01-01,2014-04-18,Kanpur,UP02,Area 3,275322,"136, Main Street, Area 3, Kanpur, 275322",Pending,,High
1682,Crime,Chain Snatching,"There have been multiple thefts in our colony in Faizabad in the last month. People are scared, and yet there is no police patrolling. Despite multiple complaints, no action has been taken.",2019-07-10,2019-10-10,Faizabad,UP14,Area 3,230231,"64, Colony Road, Area 3, Faizabad, 230231",Pending,,High
1683,Water Supply,Low Pressure,"I am a resident of Basti, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. The local authorities visited once but didn't resolve the issue.",2022-01-25,2022-06-28,Basti,UP20,Area 2,274078,"118, Colony Road, Area 2, Basti, 274078",In Progress,,High
1684,Crime,Chain Snatching,Chain snatching is increasing in Bareilly. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. People have started protesting due to this persistent problem.,2022-10-31,2023-04-24,Bareilly,UP08,Area 3,275093,"86, Colony Road, Area 3, Bareilly, 275093",Resolved,59.0,High
1685,Road Maintenance,Road Safety Issues,"As a taxi driver in Ghaziabad, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. People have started protesting due to this persistent problem.",2021-05-01,2021-10-10,Ghaziabad,UP11,Area 4,260774,"79, Colony Road, Area 4, Ghaziabad, 260774",Pending,,Low
1686,Electricity Issue,Power Outage,"In Gorakhpur, we have constant voltage fluctuations. My refrigerator and TV got damaged due to this, and no one from the electricity board is responding to our complaints. Children and elderly people are severely affected due to this issue.",2020-07-29,2020-12-19,Gorakhpur,UP05,Area 4,209681,"11, Main Street, Area 4, Gorakhpur, 209681",Resolved,11.0,Medium
1687,Electricity Issue,Voltage Fluctuation,"As a shop owner in Kanpur, my business is suffering due to frequent power cuts. The inverters don’t last this long, and customers are leaving frustrated. This problem has been ongoing for months with no proper solution.",2019-05-09,2019-06-29,Kanpur,UP02,Area 4,233618,"186, Main Street, Area 4, Kanpur, 233618",Pending,,Medium
1688,Public Transport,Fare Overcharging,"As a college student in Kanpur, I struggle daily because of irregular metro services. We are forced to take expensive auto-rickshaws instead. Even after assurances from the authorities, nothing has changed.",2024-08-20,2024-10-24,Kanpur,UP02,Area 5,245682,"159, Bazaar Road, Area 5, Kanpur, 245682",Resolved,45.0,Low
1689,Crime,Chain Snatching,"There have been multiple thefts in our colony in Agra in the last month. People are scared, and yet there is no police patrolling. We demand an immediate resolution before things get worse.",2014-09-27,2014-12-03,Agra,UP06,Area 1,284011,"93, Main Street, Area 1, Agra, 284011",Pending,,High
1690,Electricity Issue,Meter Fault,"I live in Bareilly, and the power cuts here are unbearable! We barely get electricity for 6-7 hours a day. How are students supposed to study or people supposed to work from home? The local news channel even covered this issue, yet no action.",2022-12-10,2023-06-05,Bareilly,UP08,Area 1,217858,"138, Bazaar Road, Area 1, Bareilly, 217858",Pending,,High
1691,Water Supply,Contaminated Water,"I am a resident of Saharanpur, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. The local authorities visited once but didn't resolve the issue.",2015-09-14,2015-10-06,Saharanpur,UP16,Area 1,215987,"140, Main Street, Area 1, Saharanpur, 215987",In Progress,,Medium
1692,Road Maintenance,Blocked Drainage,"I commute daily in Faizabad, and the potholes are so huge that riding a bike is risky. My friend met with an accident last week due to this! We demand an immediate resolution before things get worse.",2014-07-23,2015-01-12,Faizabad,UP14,Area 4,213870,"72, Colony Road, Area 4, Faizabad, 213870",Pending,,Low
1693,Road Maintenance,Blocked Drainage,"As a taxi driver in Bareilly, my car’s suspension is completely damaged due to these bad roads. I’ve already spent thousands on repairs, but the roads are still the same. Other residents in my locality are also facing similar issues.",2016-05-26,2016-11-04,Bareilly,UP08,Area 4,299511,"8, Colony Road, Area 4, Bareilly, 299511",Resolved,12.0,High
1694,Road Maintenance,Unfinished Roadwork,"The main road connecting our village to Meerut city is completely broken. Ambulances struggle to reach patients, and we have no other alternative route. Despite multiple complaints, no action has been taken.",2020-12-10,2021-05-13,Meerut,UP07,Area 2,210590,"197, Main Street, Area 2, Meerut, 210590",Pending,,High
1695,Crime,Chain Snatching,"Cyber fraud is rampant in Moradabad. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. Children and elderly people are severely affected due to this issue.",2016-08-18,2017-02-09,Moradabad,UP13,Area 5,244832,"91, Main Street, Area 5, Moradabad, 244832",Resolved,11.0,Medium
1696,Crime,Theft,"Cyber fraud is rampant in Allahabad. My uncle lost ₹50,000 to an online scam, and the authorities are not doing enough to track these criminals. We demand an immediate resolution before things get worse.",2014-10-22,2014-10-30,Allahabad,UP04,Area 3,298984,"147, Colony Road, Area 3, Allahabad, 298984",In Progress,,High
1697,Crime,Chain Snatching,"There have been multiple thefts in our colony in Varanasi in the last month. People are scared, and yet there is no police patrolling. We demand an immediate resolution before things get worse.",2023-08-10,2023-11-13,Varanasi,UP03,Area 1,246617,"28, Main Street, Area 1, Varanasi, 246617",Resolved,31.0,Low
1698,Water Supply,Contaminated Water,"I am a resident of Saharanpur, and the tap water here is yellowish and smells awful. My children have fallen sick multiple times due to this contamination. The situation is worsening each day, and we need urgent help.",2021-10-23,2021-12-07,Saharanpur,UP16,Area 3,230942,"8, Bazaar Road, Area 3, Saharanpur, 230942",Pending,,Low
1699,Crime,Robbery,"Chain snatching is increasing in Aligarh. My mother was robbed in broad daylight outside a crowded market! The police took the complaint but haven't taken any action. The local news channel even covered this issue, yet no action.",2015-03-26,2015-08-14,Aligarh,UP12,Area 1,260030,"73, Colony Road, Area 1, Aligarh, 260030",Resolved,15.0,Low
1700,Corruption,Land Registration Scam,"As a contractor in Lucknow, I lost a project bid because the official favored another bidder who paid him off. Corruption is ruining opportunities for honest people! Children and elderly people are severely affected due to this issue.",2022-08-06,2023-01-14,Lucknow,UP01,Area 3,227504,"197, Bazaar Road, Area 3, Lucknow, 227504",In Progress,,Medium
